Country,Year,Count,,
SVN,1996,544,,
RUS,2006,951,,
SRB,2009,323,,
EST,1989,1160,,
RUS,1997,1842,,
GEO,2012,591,,
KGZ,2001,163,,
UKR,2002,676,,
SVK,1986,575,,
ISR,1997,148,,
ITA,1980,325,,
KAZ,1990,702,,
UKR,1995,1288,,
MDA,1981,1105,,
HUN,2010,448,,
PRT,2010,199,,
TJK,2009,51,,
KAZ,2007,413,,
NLD,1994,106,,
ITA,1991,283,,
EST,2008,525,,
UZB,2012,60,,
TJK,1990,96,,
GBR,1988,230,,
PRT,2009,200,,
SWE,1975,314,,
MNE,2005,204,,
SVK,1982,459,,
SWE,1999,348,,
SVK,1987,680,,
HUN,1988,701,,
ISR,2015,102,,
KGZ,1993,319,,
ROU,2008,576,,
UKR,2013,166,,
GEO,2006,444,,
PRT,2008,178,,
GRC,1990,99,,
SRB,2014,259,,
UKR,1997,1121,,
MKD,1990,618,,
ITA,2009,202,,
NOR,2007,259,,
UZB,1991,261,,
EST,2009,480,,
SVN,1995,569,,
MDA,2012,376,,
POL,2000,0,,
TKM,2013,72,,
MDA,1998,804,,
ISL,2012,216,,
HUN,2013,393,,
ITA,1990,278,,
GEO,2015,424,,
FRA,2014,271,,
KAZ,1994,854,,
UZB,1990,310,,
PRT,2011,211,,
ITA,2004,244,,
EST,2014,383,,
SWE,1988,335,,
ITA,1989,302,,
RUS,1991,1965,,
HUN,1991,707,,
TKM,2014,72,,
NLD,1993,101,,
TJK,1998,79,,
ISR,1982,174,,
SVK,1999,323,,
ISR,1986,176,,
GBR,1995,229,,
GBR,2013,253,,
UZB,2011,62,,
LVA,2006,517,,
POL,2006,1,,
ROU,2003,1058,,
ISR,2003,139,,
FRA,2000,249,,
ISL,2014,218,,
SWE,1970,146,,
FRA,2004,274,,
ITA,1981,348,,
GBR,1992,222,,
TKM,1996,287,,
GEO,2002,298,,
TJK,1992,191,,
MNE,1999,410,,
ISL,2002,222,,
UKR,2003,573,,
GEO,2011,463,,
HRV,2014,76,,
MLT,2009,0,,
KGZ,1996,217,,
NLD,2002,146,,
TJK,2003,59,,
FRA,2007,271,,
UZB,2004,84,,
KGZ,2009,107,,
ITA,2007,222,,
LVA,1993,1172,,
LVA,2003,686,,
LTU,1995,759,,
MLT,1985,0,,
TJK,2015,39,,
UZB,2013,57,,
MNE,2008,141,,
GBR,2000,276,,
MLT,2001,0,,
ISL,1982,141,,
GRC,1972,60,,
KGZ,2005,116,,
HRV,1995,285,,
NLD,2000,132,,
FIN,1970,229,,
SRB,2006,361,,
ITA,1999,258,,
HRV,1990,697,,
SVN,2006,297,,
LVA,1999,930,,
MDA,2000,705,,
TKM,2004,165,,
SWE,1987,331,,
SWE,2006,340,,
RUS,2005,1022,,
TKM,2016,61,,
GBR,2004,276,,
ESP,2013,256,,
IRL,2014,0,,
KGZ,2004,129,,
TKM,1985,268,,
NOR,2002,245,,
MKD,2010,209,,
FRA,2006,270,,
GBR,1981,192,,
MKD,2011,234,,
HUN,1993,643,,
ISR,1980,157,,
MNE,2009,112,,
ISL,2003,231,,
MDA,2002,441,,
SVK,2015,126,,
ISL,1993,184,,
HUN,2000,607,,
MKD,1989,847,,
KAZ,2011,256,,
MLT,2011,0,,
SWE,1997,348,,
KGZ,1999,172,,
GEO,1995,702,,
SWE,1974,279,,
EST,1991,1364,,
KGZ,2000,165,,
ESP,2011,251,,
MDA,1986,1161,,
FRA,1997,260,,
HRV,2011,106,,
ESP,2004,187,,
SWE,1979,361,,
MLT,1987,0,,
GBR,1980,185,,
ESP,2015,224,,
HUN,1998,709,,
ROU,2009,522,,
GRC,2009,139,,
MNE,2000,302,,
TKM,2015,68,,
